u,v,length
14,2927,26.87338526675615
15,1748,72.42108600279691
15,16,14.327812677209765
15,2926,57.887493042436596
16,1333,214.02478007273672
16,15,14.327812677209765
16,35,245.4589036227958
17,35,25.593612798883235
17,18,123.39139681419147
17,1498,162.51882362986706
18,17,123.39139681419147
18,1712,219.5236746852736
18,1461,211.0854127764415
18,29,279.98033827645344
19,1576,173.24811052074608
19,1471,54.0980359065753
26,1321,51.79610474098965
26,29,48.34551240762921
26,1862,127.55453684346003
27,1378,93.33127096916311
27,1418,25.56881500883743
27,1354,56.07637652835336
29,26,48.34551240762921
29,1868,29.426577354405815
29,1725,113.48408247728352
29,18,279.9803382764535
30,1320,31.657480254511913
30,1706,47.82629860740437
31,1616,32.49703763623544
31,1610,26.422583086805837
32,1156,29.88952130369744
32,37,208.76641215222128
32,2813,240.48111012889115
33,1547,64.48311395724586
35,17,25.593612798883235
35,16,245.45890362279582
35,27,181.08558038564277
36,1148,103.00526754784202
37,1148,72.33827872040871
37,32,208.76641215222128
37,1052,15.617037662099555
90,2896,11.55976297544508
90,1838,33.17261766988232
254,564,203.5265807499319
265,484,31.168514450949317
265,612,44.670181381154094
265,2142,101.1618515043207
272,484,25.64581814888364
272,682,56.03278099443695
272,2861,36.19759336573362
272,2143,88.7029932585036
278,468,155.5631241042081
278,693,295.0469931129921
278,849,91.53672205327584
285,2931,93.45138244552619
285,720,70.70415141277178
298,549,25.918970794460037
298,653,330.18814406872616
298,506,76.55760121663988
298,1858,52.96376776517584
308,612,24.554627166190038
308,2139,38.855857257156615
308,2142,80.65188100544043
324,620,272.84786427562574
324,337,255.3927636611523
324,2732,279.3366043663327
337,345,134.44654364206318
337,604,388.15557707306596
337,324,255.39276366115226
339,632,24.62986131813657
339,1747,22.863684686081278
339,2734,91.61079196001361
342,1853,33.63336145077275
342,359,55.02086825727111
342,549,195.94443479392632
345,597,30.258315147190537
345,337,134.44654364206318
345,564,239.41490246231666
358,750,34.133386894771284
358,741,69.40894905144266
358,2346,300.6634750035144
359,1846,40.97920274327021
359,342,55.02086825727111
359,671,101.32996342417005
383,525,41.32106553409194
383,792,44.11048273205647
383,2144,52.603536097497724
384,1746,11.240478767071965
384,711,169.93160401119184
384,2749,79.20106769775526
394,632,181.05581066105142
394,741,70.57967700820092
394,1842,176.45594092034185
396,611,243.4645806711514
396,468,79.69660620860826
424,767,207.6351689588749
434,384,158.67750795796707
434,2750,138.328147683954
468,544,220.95633912742275
468,278,155.5631241042081
468,396,79.69660620860826
484,265,31.168514450949317
484,272,25.64581814888364
484,566,133.0705278092359
488,1747,11.29731658317041
488,734,278.54380704135997
488,782,52.03037760099691
506,1752,11.470024543251661
506,680,100.4962295663974
506,298,76.55760121663988
514,731,127.32035584199812
525,2147,40.90507355623128
525,2150,302.1471523429731
525,383,41.32106553409194
525,2153,28.310608630993002
526,506,102.05444636030167
526,1860,13.474392510207853
544,468,220.95633912742275
544,720,201.05160885555466
544,849,76.48727852677415
544,611,89.3938115038968
549,298,25.918970794460037
549,342,195.94443479392632
549,593,60.01056903161383
557,1795,49.083552821723316
557,2829,117.44237341704161
557,1365,273.50891040813394
557,1798,174.64186668609443
564,254,203.5265807499319
564,345,239.4149024623166
564,604,139.50520733227836
566,611,160.07098897821274
566,720,87.15238427563946
566,484,133.0705278092359
574,709,127.86194359505461
574,2761,48.37033525897356
574,1850,236.66126194462407
593,549,60.01056903161383
593,1860,49.12585599575233
593,650,72.16425603545223
597,345,30.258315147190537
604,564,139.50520733227833
604,611,475.5486032451464
604,337,388.155577073066
604,1841,174.34727316862057
611,396,243.4645806711514
611,566,160.07098897821274
611,544,89.39381150389681
611,604,475.5486032451464
612,265,44.670181381154094
612,308,24.554627166190038
612,2142,62.32096534866808
620,324,272.8478642756258
620,734,89.85706274727505
620,1842,21.89513134134529
632,394,181.05581066105145
632,339,24.62986131813657
633,662,142.04718020150182
650,593,72.16425603545223
650,2346,216.08293280789334
650,662,37.79490486663667
653,2761,3.9205972276425753
653,298,330.1881440687261
653,1851,47.07841072722813
662,2334,37.071414086146305
662,650,37.79490486663667
662,633,142.04718020150182
662,731,262.8785648776627
671,711,269.96246622172885
671,359,101.32996342417005
671,1852,109.54504123941288
680,696,677.0083051204805
680,1845,37.677221825241396
682,792,12.083759709168781
682,272,56.03278099443695
682,2147,140.90886798929
693,278,295.0469931129921
696,1689,39.347084389674315
696,1750,15.654968558321157
696,2423,65.46416487042472
709,574,127.86194359505461
709,714,104.33857313678764
709,757,83.38563574727598
711,1757,10.56206202807491
711,671,269.96246622172885
711,526,101.33072071272385
714,1848,54.998993016416804
714,709,104.33857313678766
714,1846,259.98145716922465
720,566,87.15238427563946
720,728,77.51102705662197
720,285,70.70415141277178
720,544,201.05160885555466
728,1200,94.48466245700119
728,720,77.51102705662197
728,1767,156.6506957923457
731,662,262.8785648776627
731,514,127.32035584199812
731,2793,93.38406980232669
734,434,29.683867979386864
734,750,11.761122601077746
734,620,89.85706274727505
741,394,70.57967700820092
741,358,69.40894905144266
750,734,11.761122601077746
750,358,34.133386894771284
750,1747,274.3918292195769
757,709,83.38563574727598
767,424,207.63516895887483
767,1215,61.63544732583004
767,1281,81.7285254663337
767,1037,124.72894945009742
782,2732,118.58083449774635
782,488,52.03037760099691
782,1844,125.02364037154484
792,682,12.083759709168781
792,383,44.11048273205647
792,2144,66.33128533015075
797,1014,8.507294135680738
797,1034,42.764392547807304
797,1818,71.9586693043899
798,1008,25.670753428710768
798,1008,50.602361106637254
802,1104,105.92454252723871
802,985,126.42269259829258
802,1088,36.58808538932024
805,814,71.6513231348008
805,879,53.89050286978222
806,1376,108.928276876598
806,2060,72.37240255125069
806,1005,73.69870739951267
811,1167,129.75168449891729
811,922,99.20295218620308
811,1191,127.28271611321775
814,2065,23.87275837232807
814,805,71.6513231348008
814,1196,55.563548815309375
815,2831,3.473899581420001
815,1135,92.57541633872849
815,1051,42.82115078530404
817,910,9.926551485098573
817,1231,14.110319223359431
822,950,163.08533276913292
822,2127,9.706555852231952
823,1268,130.2308710647113
823,2062,14.421597699086014
823,970,54.00519112248715
824,1438,98.83974274300202
824,1640,61.26130512316604
824,1741,156.9882604002995
824,860,166.99016661700523
825,991,79.92478551575735
825,940,56.840469683770266
829,1131,86.36346301084072
829,1036,35.7482582127572
830,1268,45.88566146805156
830,1151,156.80262707814836
830,1161,188.79402464824395
837,2055,66.78017288060268
837,1242,51.504547129687715
837,1129,117.89635042677838
837,980,68.39318889432174
838,1092,44.71387373917235
838,1109,142.7935001774774
838,1992,23.38153882491004
839,1019,74.60400371602428
839,912,34.5754086278622
839,943,104.61978348550318
841,2806,4.863885480136271
841,1052,172.0023867197113
841,2805,145.70348913022835
844,1091,36.416668227474965
844,963,382.3689314800615
844,947,66.48329480043773
848,1162,44.23507428750461
848,1047,58.910488655585105
848,2082,46.894520779458205
849,278,91.53672205327585
849,1200,265.18633838426024
849,544,76.48727852677415
851,1066,12.541229787118427
851,2867,50.765548785268834
851,2071,100.66496819527859
852,968,343.01467951602655
852,2059,53.052797141355924
859,1156,106.64324608890632
860,1272,18.776034381678
860,2119,60.20229496871231
860,824,166.99016661700523
861,1261,150.83125243210614
861,1158,40.733167943434474
861,2123,84.1312276566586
862,949,56.89114076854718
862,912,17.804483603821716
862,981,93.3496839977197
867,943,53.53628394581048
867,2859,24.898470460815098
867,1223,103.82330825125861
879,1082,57.738515681743216
879,805,53.89050286978222
882,2085,75.66829175300518
882,935,50.2583127592071
882,1250,40.30045517950946
882,943,124.95779066328356
884,1181,12.565019173485762
884,888,385.66484940881725
888,1289,63.04182529923247
888,920,52.803566941641726
888,2065,49.57668331131996
888,884,385.6648494088173
892,1104,19.664845202804745
892,1491,115.07235165556563
892,1619,105.52063432589645
892,1110,110.98002380690323
899,1115,191.74840362229918
899,2066,196.54480149743245
899,2067,93.76465313446762
901,1079,33.926112801199224
901,1127,47.67555109015822
901,1294,59.03322686619809
901,2851,25.572595947890232
908,2080,17.661608430782763
908,949,124.90999413468582
908,981,151.4857676919576
909,947,20.515739012454226
909,1239,76.58219047157576
909,2126,219.2511524986109
910,817,9.926551485098573
910,1231,9.283916839066336
910,2728,109.97636604268153
911,2066,7.108757188825833
911,1096,323.4069992302427
911,1181,120.66716098502508
912,862,17.804483603821716
912,839,34.5754086278622
912,2860,38.66739345266521
920,888,52.803566941641726
920,1096,45.61215214953976
920,1196,73.76517823901496
922,811,99.20295218620308
922,965,42.50148098138381
922,977,142.9539286496602
927,2056,35.95712686597393
927,1260,39.8174736612258
927,980,30.37159918030533
929,2072,2.732291797680004
929,1816,38.577647051182566
929,1211,350.1301513350793
929,2847,35.736588718951005
935,882,50.2583127592071
935,1035,31.089080847761426
935,2083,57.96305390949406
940,1159,54.9554866182506
940,825,56.840469683770266
940,1181,33.65035170629831
943,1019,34.07536780496753
943,867,53.53628394581048
943,882,124.95779066328356
943,839,104.61978348550318
947,1024,111.52041542505162
947,909,20.515739012454226
947,844,66.48329480043772
949,862,56.89114076854718
949,1019,35.180483621965514
949,981,35.763589253064296
949,908,124.90999413468582
950,1014,42.628653486907425
950,1034,8.762912745762684
955,2054,37.05395242645617
955,1088,94.02661444172038
955,1253,68.66595224090858
958,1125,167.4483035183614
958,1052,93.64938354755026
958,1012,185.37466143649442
963,844,382.3689314800615
963,1167,225.6966378937754
963,991,49.51680986506234
963,968,48.041912367220185
965,1271,36.363558102695464
965,2052,20.082192803996893
965,922,42.50148098138381
968,825,60.09655351415219
968,1159,54.54376391693404
968,963,48.041912367220185
970,1031,83.97309691601751
970,823,54.00519112248715
970,2063,96.36075384151488
971,1111,113.25543177804617
971,1247,154.35354817853607
971,2830,24.2429509112589
977,1159,24.636313234387337
977,922,142.95392864966018
977,1180,108.17496434124418
980,2055,51.44338403917128
980,837,68.39318889432174
980,927,30.37159918030533
981,949,35.763589253064296
981,862,93.3496839977197
981,908,151.48576769195762
981,2079,84.891030927227
985,1122,104.53649255904958
985,802,126.42269259829257
985,1161,36.133415624241614
985,1041,312.39420606896175
987,1261,88.564410380719
991,822,23.082978387953027
991,1194,67.12366885082142
991,963,49.51680986506234
991,825,79.92478551575735
1001,1231,122.89148034900737
1001,1037,34.58690907544465
1001,2729,64.87347802294788
1004,1142,40.41298759026256
1004,1164,45.88907326555149
1004,1066,121.22458165035339
1005,1041,32.10431232305632
1005,1272,50.19725666457256
1005,806,73.69870739951267
1008,852,36.64092459962431
1008,798,50.602361106637254
1012,1555,37.547966716035205
1012,2808,6.521214003074619
1012,958,185.37466143649445
1014,2929,15.036325976957407
1014,797,8.507294135680738
1019,1223,124.33815127291294
1019,839,74.60400371602428
1019,943,34.07536780496753
1019,949,35.180483621965514
1024,1163,109.90631896604063
1024,947,111.52041542505162
1024,1091,57.392051274617536
1028,1992,34.335485683221236
1031,1268,51.84104803168627
1031,1082,54.13427846539392
1031,1131,74.8374656922161
1031,970,83.97309691601751
1034,950,8.762912745762684
1034,2127,163.7238611171971
1034,2136,44.92959976860093
1035,935,31.089080847761426
1035,2858,18.068608000511208
1035,1255,38.88501294845374
1036,1228,42.18138558404512
1036,829,35.7482582127572
1037,767,124.7289494500974
1037,1157,275.8946625154234
1037,1001,34.586909075444645
1041,1005,32.10431232305632
1041,2061,88.70544937833571
1041,985,312.3942060689618
1047,1269,24.71251613629197
1047,848,58.910488655585105
1047,1208,68.53032601017128
1048,1268,79.20377593900017
1048,1214,75.70849385946131
1048,1131,65.47355988096024
1051,1192,61.86538483287997
1051,1774,73.29936966649336
1051,815,42.82115078530404
1052,841,172.00238671971132
1052,37,15.617037662099555
1052,958,93.64938354755026
1059,1768,11.010508084385448
1059,1203,229.2060147376414
1059,1094,38.947450803642816
1065,1132,96.48340955745483
1065,1815,78.31591979401749
1065,2135,76.9929841729697
1066,851,12.541229787118427
1066,1286,58.92705602229065
1066,1004,121.22458165035339
1077,2855,14.802815286532793
1077,1118,43.68314304523853
1077,1127,54.494573889998726
1079,1250,53.9727753200827
1079,901,33.926112801199224
1079,2085,60.27637778846912
1082,1031,54.13427846539392
1082,879,57.738515681743216
1082,1138,73.23146345976616
1088,955,94.02661444172038
1088,802,36.58808538932024
1088,1192,94.13585735384808
1091,844,36.416668227474965
1091,1024,57.392051274617536
1091,1203,106.9504319611384
1092,838,44.71387373917235
1092,1989,41.64346674929422
1092,1186,119.97654839265566
1094,1163,237.5312188095664
1094,2930,35.29771241158605
1096,1115,26.89605147645623
1096,911,323.4069992302427
1096,920,45.61215214953977
1098,1157,109.75380987732476
1098,1200,105.83545617259222
1098,1281,100.69593120463763
1104,892,19.664845202804745
1104,802,105.92454252723871
1104,1735,68.06116827158628
1109,1186,21.79520353389809
1109,1272,38.228559230794225
1109,1151,35.53991014420565
1109,838,142.7935001774774
1110,2831,54.44643357556255
1110,1318,37.94195782324801
1110,892,110.98002380690325
1111,2931,9.701097312147509
1111,971,113.25543177804617
1111,285,95.63095543091696
1115,1096,26.89605147645623
1115,899,191.74840362229918
1118,1077,43.68314304523853
1118,1269,21.15026658719985
1118,1162,55.176705847836814
1119,1155,88.98515595266687
1119,1122,136.62369660791416
1119,1180,122.09541388418504
1122,1236,48.95924172511377
1122,985,104.53649255904958
1122,1119,136.62369660791418
1124,1215,208.89158586309424
1125,958,167.4483035183614
1125,1183,62.50703643669968
1125,2807,31.878232431123198
1127,901,47.67555109015822
1127,2853,27.060458595378435
1127,1077,54.494573889998726
1129,1191,118.9565430406887
1129,1271,58.06374926247764
1129,837,117.89635042677838
1131,829,86.36346301084072
1131,1031,74.8374656922161
1131,1138,53.476131431688245
1131,1048,65.47355988096024
1132,1164,88.90209559640181
1132,1065,96.48340955745483
1132,2072,77.40525019444848
1135,1260,16.67602052214518
1135,815,92.5754163387285
1135,2038,65.804442293834
1138,1131,53.476131431688245
1138,1082,73.23146345976616
1141,1161,39.86788733518858
1141,1289,68.81114752766206
1141,2062,46.842324342830906
1142,1004,40.41298759026256
1148,798,123.1692373804336
1148,36,103.00526754784202
1148,37,72.33827872040871
1151,1214,53.4560767006583
1151,830,156.80262707814836
1151,1109,35.53991014420565
1155,2057,50.650417599986895
1155,1119,88.98515595266687
1155,1242,30.519685118285125
1156,32,29.88952130369744
1156,1547,37.35690232979983
1156,859,106.64324608890632
1157,2724,7.010430224912019
1157,1098,109.75380987732473
1157,1037,275.89466251542336
1158,2807,5.9433905108645355
1158,861,40.733167943434474
1158,2124,109.9662209101121
1159,1251,300.8351853485918
1159,977,24.636313234387337
1159,968,54.54376391693404
1161,985,36.133415624241614
1161,1141,39.86788733518858
1161,830,188.79402464824395
1161,884,435.7939859407298
1162,2853,17.82568032839982
1162,848,44.23507428750461
1162,1118,55.176705847836814
1163,1024,109.90631896604063
1163,1247,23.723112469386624
1163,1094,237.53121880956644
1164,1004,45.88907326555148
1164,1814,63.924269191735206
1164,1132,88.9020955964018
1167,811,129.75168449891726
1167,963,225.69663789377546
1167,1183,95.52004861573097
1170,2878,7.732397510560542
1170,1192,44.214683189750914
1170,2034,167.45966319001892
1180,2051,9.935796683807581
1180,1119,122.09541388418504
1180,977,108.17496434124418
1181,884,12.565019173485762
1181,911,120.66716098502506
1181,940,33.65035170629831
1183,1125,62.50703643669968
1183,1167,95.52004861573097
1183,2121,81.8463927235339
1186,1109,21.79520353389809
1186,1228,37.05642521959674
1186,1092,119.97654839265566
1188,2050,33.644560733423816
1188,2050,132.77299891543308
1188,1251,133.87806971644787
1191,1129,118.95654304068869
1191,2882,61.12918485180295
1191,811,127.28271611321777
1192,1051,61.86538483287997
1192,1170,44.214683189750914
1192,1088,94.13585735384807
1194,991,67.12366885082142
1194,2137,56.49487594273706
1196,814,55.563548815309375
1196,920,73.76517823901496
1200,728,94.48466245700119
1200,849,265.1863383842603
1200,1098,105.83545617259222
1203,2929,226.91679185395347
1203,1059,229.2060147376414
1203,1091,106.95043196113843
1207,2119,17.585358060179843
1207,1990,151.2098106642306
1207,1272,64.45696052574777
1208,1302,8.642524208910682
1208,1819,35.43227397462836
1208,1047,68.53032601017128
1211,1818,5.088531255196132
1211,2138,235.47158701084226
1211,929,350.1301513350792
1212,1237,80.98470868274211
1212,1294,15.797159315299167
1212,1250,40.16462494822753
1214,1151,53.4560767006583
1214,1048,75.70849385946131
1214,1228,20.511124320540404
1215,767,61.635447325830036
1215,1124,208.89158586309415
1223,1019,124.33815127291294
1223,2080,15.738668025049133
1223,867,103.82330825125861
1227,1259,13.352556803087566
1227,1769,179.7542662216861
1227,2724,45.729372294712824
1228,1186,37.05642521959674
1228,1214,20.511124320540404
1228,1036,42.18138558404512
1228,1989,108.55451011748752
1231,817,14.110319223359431
1231,910,9.283916839066336
1231,1001,122.89148034900738
1236,2054,68.41066789120755
1236,1122,48.95924172511377
1236,1253,31.339831319020995
1236,2880,39.23789146080408
1237,1212,80.98470868274211
1237,1255,40.15991602878682
1237,2084,43.59392908293573
1237,2857,125.40564594991699
1239,2121,30.665742080990753
1239,909,76.58219047157576
1239,2807,109.47150985340055
1242,1271,122.44331582456506
1242,2879,124.99602115289407
1242,1155,30.519685118285125
1242,837,51.504547129687715
1247,1163,23.723112469386624
1247,971,154.35354817853607
1247,2803,358.4319054331663
1250,1079,53.9727753200827
1250,1255,80.74741185156356
1250,1212,40.16462494822753
1250,882,40.30045517950946
1251,36,120.47526909519163
1251,1188,133.8780697164479
1253,2877,11.04872280436081
1253,955,68.66595224090858
1253,1236,31.339831319020995
1255,1250,80.74741185156356
1255,2857,47.879910887276736
1255,1035,38.88501294845374
1255,1237,40.15991602878682
1256,1286,14.076723825646845
1256,2071,66.46452907569498
1259,1227,13.352556803087566
1259,1769,179.29229019895027
1259,2724,52.65143636910021
1260,1135,16.67602052214518
1260,927,39.8174736612258
1260,2039,101.79372217042248
1261,861,150.8312524321061
1261,987,88.564410380719
1261,2804,74.36262032939798
1268,1031,51.84104803168627
1268,1048,79.20377593900017
1268,823,130.2308710647113
1268,830,45.88566146805156
1269,1118,21.15026658719985
1269,1047,24.71251613629197
1269,2086,57.34846369889342
1271,965,36.363558102695464
1271,1242,122.44331582456506
1271,2051,110.2691430462981
1271,1129,58.063749262477636
1272,860,18.776034381678
1272,1005,50.19725666457256
1272,1207,64.45696052574777
1272,1109,38.228559230794225
1281,1098,100.69593120463763
1281,767,81.7285254663337
1281,2155,47.32126205298882
1286,1256,14.076723825646845
1286,1066,58.92705602229065
1289,2063,50.292300031590806
1289,888,63.04182529923247
1289,1141,68.81114752766206
1294,1212,15.797159315299167
1294,2855,11.346219507195496
1294,901,59.03322686619809
1302,1208,8.642524208910682
1302,1059,259.7431543019556
1314,1573,78.08276454597856
1314,1668,33.43600643104653
1314,1478,45.9180240273617
1316,1722,130.8954342788234
1316,1495,14.973519353408735
1316,1365,50.544112739288835
1316,1801,132.0591990546534
1318,1110,37.94195782324801
1318,1631,176.99419279687598
1318,1588,113.65099560063368
1319,1451,154.773687638755
1319,1664,95.153964958975
1319,1677,84.60935861758071
1320,1868,83.51666815017599
1320,1468,24.089184529904006
1320,1725,41.98203412518809
1321,26,51.79610474098965
1321,1504,90.06651185974988
1322,2408,72.11647385400788
1322,2893,44.1525816503732
1322,2409,105.84403432146485
1323,1711,56.82895611441778
1323,1496,151.67721286724117
1323,1575,33.18278472116201
1324,1792,26.912042293342928
1324,1677,79.37555363106934
1324,1569,94.46205968983801
1328,2408,78.32587652061132
1328,1840,89.13142527539817
1328,2410,161.88702557673645
1332,1395,100.05309777737716
1332,1731,109.81781030401004
1332,2020,104.75690001857181
1333,30,58.59807181404065
1333,1706,67.37930423012979
1334,2841,47.301767298111635
1334,1591,49.90011095515841
1334,2840,46.023236555892424
1335,1619,142.0099479307944
1335,1491,94.83347325220328
1335,1734,97.94289973747907
1335,1376,201.1679268477867
1339,1871,32.90783930500288
1339,1461,127.48459803059396
1339,1870,76.0298011093
1341,1658,112.92212736173526
1341,1576,52.959092667354305
1341,1697,160.21310172566032
1341,1471,173.2801339996469
1343,1969,40.53501957127708
1343,1972,38.960617214281015
1343,1583,107.82194865824127
1344,1523,137.35550094252443
1344,1450,33.15989875923051
1344,1633,211.10907569738526
1345,1402,72.3142273031962
1345,1750,67.82596340804136
1345,2421,114.12150537873238
1346,1584,231.56315382682797
1352,2894,25.177351961242035
1352,1840,42.77522627644736
1352,2896,49.92805443683051
1354,1861,95.17194292592177
1354,1500,160.6561135594502
1354,1556,107.43654843986221
1354,27,56.076376528353364
1358,1447,56.92840300766683
1358,1744,72.7671420829653
1358,1971,51.786399307065565
1363,1649,58.797702352253346
