key,value,unit,source,label
sano_clusters,385,count,scenario_results_v2.csv,modeled
sano_clusters_feasible,360,count,scenario_results_v2.csv,modeled
sano_lv_demand_mw,38.4447297310232,MW,scenario_results_v2.csv,modeled
sano_s1_npc_bn,4.844345601966345,bn JPY,scenario_results_v2.csv,modeled
sano_s2_npc_bn,4.84364366722512,bn JPY,scenario_results_v2.csv,modeled
sano_delta_npc_bn,0.0007019347412247826,bn JPY,scenario_results_v2.csv,modeled
sano_ltp_pct,0.0144897742419505,%,scenario_results_v2.csv,modeled
sano_p_ltp_pos,0.1638888888888889,prob,scenario_results_v2.csv,modeled
sano_mean_tld,0.0028138528138528,frac,scenario_results_v2.csv,modeled
sano_upsize_km,0.0,km,scenario_results_v2.csv,modeled
sano_max_vdrop,2.5015153971585296,%,scenario_results_v2.csv,modeled
sano_s1_plkw,15.820372815910314,kW,scenario_results_v2.csv,modeled
sano_s2_plkw,15.788560855906816,kW,scenario_results_v2.csv,modeled
sano_loss_red_pct,0.20108223980350726,%,scenario_results_v2.csv,modeled
kudamatsu_clusters,96,count,scenario_results_v2.csv,modeled
kudamatsu_clusters_feasible,88,count,scenario_results_v2.csv,modeled
kudamatsu_lv_demand_mw,9.496736061799416,MW,scenario_results_v2.csv,modeled
kudamatsu_s1_npc_bn,4.650702307774376,bn JPY,scenario_results_v2.csv,modeled
kudamatsu_s2_npc_bn,5.118655677027466,bn JPY,scenario_results_v2.csv,modeled
kudamatsu_delta_npc_bn,-0.4679533692530898,bn JPY,scenario_results_v2.csv,modeled
kudamatsu_ltp_pct,-10.061993614831731,%,scenario_results_v2.csv,modeled
kudamatsu_p_ltp_pos,0.2954545454545454,prob,scenario_results_v2.csv,modeled
kudamatsu_mean_tld,0.053689713064713,frac,scenario_results_v2.csv,modeled
kudamatsu_upsize_km,0.1250236403715448,km,scenario_results_v2.csv,modeled
kudamatsu_max_vdrop,4.931716168408952,%,scenario_results_v2.csv,modeled
kudamatsu_s1_plkw,21.66299308454579,kW,scenario_results_v2.csv,modeled
kudamatsu_s2_plkw,21.95753587522048,kW,scenario_results_v2.csv,modeled
kudamatsu_loss_red_pct,-1.3596587947249716,%,scenario_results_v2.csv,modeled
yasu_clusters,108,count,scenario_results_v2.csv,modeled
yasu_clusters_feasible,106,count,scenario_results_v2.csv,modeled
yasu_lv_demand_mw,10.693922057034486,MW,scenario_results_v2.csv,modeled
yasu_s1_npc_bn,3.0003506195275174,bn JPY,scenario_results_v2.csv,modeled
yasu_s2_npc_bn,2.9943204508185612,bn JPY,scenario_results_v2.csv,modeled
yasu_delta_npc_bn,0.006030168708955938,bn JPY,scenario_results_v2.csv,modeled
yasu_ltp_pct,0.2009821342115523,%,scenario_results_v2.csv,modeled
yasu_p_ltp_pos,0.2358490566037736,prob,scenario_results_v2.csv,modeled
yasu_mean_tld,0.0107787274453941,frac,scenario_results_v2.csv,modeled
yasu_upsize_km,0.0,km,scenario_results_v2.csv,modeled
